-9.4247780 -0.0000000
-9.4059095 -0.0720222
-9.3870411 -0.1437456
-9.3681727 -0.2148735
-9.3493043 -0.2851135
-9.3304358 -0.3541796
-9.3115674 -0.4217942
-9.2926990 -0.4876901
-9.2738306 -0.5516122
-9.2549621 -0.6133198
-9.2360937 -0.6725876
-9.2172253 -0.7292078
-9.1983569 -0.7829911
-9.1794884 -0.8337682
-9.1606200 -0.8813909
-9.1417516 -0.9257327
-9.1228832 -0.9666899
-9.1040147 -1.0041821
-9.0851463 -1.0381523
-9.0662779 -1.0685674
-9.0474095 -1.0954180
-9.0285410 -1.1187180
-9.0096726 -1.1385050
-8.9908042 -1.1548386
-8.9719358 -1.1678005
-8.9530674 -1.1774933
-8.9341989 -1.1840394
-8.9153305 -1.1875797
-8.8964621 -1.1882724
-8.8775937 -1.1862914
-8.8587252 -1.1818247
-8.8398568 -1.1750726
-8.8209884 -1.1662461
-8.8021200 -1.1555647
-8.7832515 -1.1432550
-8.7643831 -1.1295482
-8.7455147 -1.1146784
-8.7266463 -1.0988805
-8.7077778 -1.0823885
-8.6889094 -1.0654332
-8.6700410 -1.0482407
-8.6511726 -1.0310301
-8.6323041 -1.0140124
-8.6134357 -0.9973884
-8.5945673 -0.9813471
-8.5756989 -0.9660646
-8.5568304 -0.9517030
-8.5379620 -0.9384084
-8.5190936 -0.9263110
-8.5002252 -0.9155235
-8.4813567 -0.9061409
-8.4624883 -0.8982396
-8.4436199 -0.8918775
-8.4247515 -0.8870937
-8.4058830 -0.8839083
-8.3870146 -0.8823232
-8.3681462 -0.8823218
-8.3492778 -0.8838699
-8.3304093 -0.8869166
-8.3115409 -0.8913947
-8.2926725 -0.8972220
-8.2738041 -0.9043024
-8.2549357 -0.9125269
-8.2360672 -0.9217753
-8.2171988 -0.9319177
-8.1983304 -0.9428155
-8.1794620 -0.9543236
-8.1605935 -0.9662916
-8.1417251 -0.9785658
-8.1228567 -0.9909908
-8.1039883 -1.0034110
-8.0851198 -1.0156728
-8.0662514 -1.0276255
-8.0473830 -1.0391236
-8.0285146 -1.0500281
-8.0096461 -1.0602078
-7.9907777 -1.0695408
-7.9719093 -1.0779161
-7.9530409 -1.0852343
-7.9341724 -1.0914086
-7.9153040 -1.0963664
-7.8964356 -1.1000491
-7.8775672 -1.1024135
-7.8586987 -1.1034318
-7.8398303 -1.1030920
-7.8209619 -1.1013982
-7.8020935 -1.0983702
-7.7832250 -1.0940436
-7.7643566 -1.0884693
-7.7454882 -1.0817131
-7.7266198 -1.0738547
-7.7077513 -1.0649873
-7.6888829 -1.0552164
-7.6700145 -1.0446585
-7.6511461 -1.0334403
-7.6322776 -1.0216970
-7.6134092 -1.0095712
-7.5945408 -0.9972112
-7.5756724 -0.9847692
-7.5568040 -0.9724001
-7.5379355 -0.9602596
-7.5190671 -0.9485025
-7.5001987 -0.9372811
-7.4813303 -0.9267433
-7.4624618 -0.9170310
-7.4435934 -0.9082788
-7.4247250 -0.9006121
-7.4058566 -0.8941454
-7.3869881 -0.8889816
-7.3681197 -0.8852098
-7.3492513 -0.8829049
-7.3303829 -0.8821262
-7.3115144 -0.8829163
-7.2926460 -0.8853006
-7.2737776 -0.8892866
-7.2549092 -0.8948633
-7.2360407 -0.9020010
-7.2171723 -0.9106514
-7.1983039 -0.9207472
-7.1794355 -0.9322026
-7.1605670 -0.9449138
-7.1416986 -0.9587592
-7.1228302 -0.9736005
-7.1039618 -0.9892835
-7.0850933 -1.0056391
-7.0662249 -1.0224844
-7.0473565 -1.0396242
-7.0284881 -1.0568527
-7.0096196 -1.0739545
-6.9907512 -1.0907067
-6.9718828 -1.1068808
-6.9530144 -1.1222440
-6.9341459 -1.1365617
-6.9152775 -1.1495991
-6.8964091 -1.1611232
-6.8775407 -1.1709051
-6.8586722 -1.1787213
-6.8398038 -1.1843565
-6.8209354 -1.1876047
-6.8020670 -1.1882715
-6.7831986 -1.1861757
-6.7643301 -1.1811513
-6.7454617 -1.1730483
-6.7265933 -1.1617351
-6.7077249 -1.1470988
-6.6888564 -1.1290474
-6.6699880 -1.1075100
-6.6511196 -1.0824379
-6.6322512 -1.0538054
-6.6133827 -1.0216101
-6.5945143 -0.9858732
-6.5756459 -0.9466399
-6.5567775 -0.9039789
-6.5379090 -0.8579823
-6.5190406 -0.8087652
-6.5001722 -0.7564651
-6.4813038 -0.7012410
-6.4624353 -0.6432721
-6.4435669 -0.5827573
-6.4246985 -0.5199133
-6.4058301 -0.4549732
-6.3869616 -0.3881853
-6.3680932 -0.3198109
-6.3492248 -0.2501225
-6.3303564 -0.1794024
-6.3114879 -0.1079399
-6.2926195 -0.0360298
-6.2737511 0.0360298
-6.2548827 0.1079399
-6.2360142 0.1794024
-6.2171458 0.2501225
-6.1982774 0.3198109
-6.1794090 0.3881853
-6.1605405 0.4549732
-6.1416721 0.5199133
-6.1228037 0.5827573
-6.1039353 0.6432721
-6.0850669 0.7012410
-6.0661984 0.7564651
-6.0473300 0.8087652
-6.0284616 0.8579823
-6.0095932 0.9039789
-5.9907247 0.9466399
-5.9718563 0.9858732
-5.9529879 1.0216101
-5.9341195 1.0538054
-5.9152510 1.0824379
-5.8963826 1.1075100
-5.8775142 1.1290474
-5.8586458 1.1470988
-5.8397773 1.1617351
-5.8209089 1.1730483
-5.8020405 1.1811513
-5.7831721 1.1861757
-5.7643036 1.1882715
-5.7454352 1.1876047
-5.7265668 1.1843565
-5.7076984 1.1787213
-5.6888299 1.1709051
-5.6699615 1.1611232
-5.6510931 1.1495991
-5.6322247 1.1365617
-5.6133562 1.1222440
-5.5944878 1.1068808
-5.5756194 1.0907067
-5.5567510 1.0739545
-5.5378825 1.0568527
-5.5190141 1.0396242
-5.5001457 1.0224844
-5.4812773 1.0056391
-5.4624088 0.9892835
-5.4435404 0.9736005
-5.4246720 0.9587592
-5.4058036 0.9449138
-5.3869352 0.9322026
-5.3680667 0.9207472
-5.3491983 0.9106514
-5.3303299 0.9020010
-5.3114615 0.8948633
-5.2925930 0.8892866
-5.2737246 0.8853006
-5.2548562 0.8829163
-5.2359878 0.8821262
-5.2171193 0.8829049
-5.1982509 0.8852098
-5.1793825 0.8889816
-5.1605141 0.8941454
-5.1416456 0.9006121
-5.1227772 0.9082788
-5.1039088 0.9170310
-5.0850404 0.9267433
-5.0661719 0.9372811
-5.0473035 0.9485025
-5.0284351 0.9602596
-5.0095667 0.9724001
-4.9906982 0.9847692
-4.9718298 0.9972112
-4.9529614 1.0095712
-4.9340930 1.0216970
-4.9152245 1.0334403
-4.8963561 1.0446585
-4.8774877 1.0552164
-4.8586193 1.0649873
-4.8397508 1.0738547
-4.8208824 1.0817131
-4.8020140 1.0884693
-4.7831456 1.0940436
-4.7642771 1.0983702
-4.7454087 1.1013982
-4.7265403 1.1030920
-4.7076719 1.1034318
-4.6888034 1.1024135
-4.6699350 1.1000491
-4.6510666 1.0963664
-4.6321982 1.0914086
-4.6133298 1.0852343
-4.5944613 1.0779161
-4.5755929 1.0695408
-4.5567245 1.0602078
-4.5378561 1.0500281
-4.5189876 1.0391236
-4.5001192 1.0276255
-4.4812508 1.0156728
-4.4623824 1.0034110
-4.4435139 0.9909908
-4.4246455 0.9785658
-4.4057771 0.9662916
-4.3869087 0.9543236
-4.3680402 0.9428155
-4.3491718 0.9319177
-4.3303034 0.9217753
-4.3114350 0.9125269
-4.2925665 0.9043024
-4.2736981 0.8972220
-4.2548297 0.8913947
-4.2359613 0.8869166
-4.2170928 0.8838699
-4.1982244 0.8823218
-4.1793560 0.8823232
-4.1604876 0.8839083
-4.1416191 0.8870937
-4.1227507 0.8918775
-4.1038823 0.8982396
-4.0850139 0.9061409
-4.0661454 0.9155235
-4.0472770 0.9263110
-4.0284086 0.9384084
-4.0095402 0.9517030
-3.9906717 0.9660646
-3.9718033 0.9813471
-3.9529349 0.9973884
-3.9340665 1.0140124
-3.9151981 1.0310301
-3.8963296 1.0482407
-3.8774612 1.0654332
-3.8585928 1.0823885
-3.8397244 1.0988805
-3.8208559 1.1146784
-3.8019875 1.1295482
-3.7831191 1.1432550
-3.7642507 1.1555647
-3.7453822 1.1662461
-3.7265138 1.1750726
-3.7076454 1.1818247
-3.6887770 1.1862914
-3.6699085 1.1882724
-3.6510401 1.1875797
-3.6321717 1.1840394
-3.6133033 1.1774933
-3.5944348 1.1678005
-3.5755664 1.1548386
-3.5566980 1.1385050
-3.5378296 1.1187180
-3.5189611 1.0954180
-3.5000927 1.0685674
-3.4812243 1.0381523
-3.4623559 1.0041821
-3.4434874 0.9666899
-3.4246190 0.9257327
-3.4057506 0.8813909
-3.3868822 0.8337682
-3.3680137 0.7829911
-3.3491453 0.7292078
-3.3302769 0.6725876
-3.3114085 0.6133198
-3.2925400 0.5516122
-3.2736716 0.4876901
-3.2548032 0.4217942
-3.2359348 0.3541796
-3.2170664 0.2851135
-3.1981979 0.2148735
-3.1793295 0.1437456
-3.1604611 0.0720222
-3.1415927 -0.0000000
-3.1227242 -0.0720222
-3.1038558 -0.1437456
-3.0849874 -0.2148735
-3.0661190 -0.2851135
-3.0472505 -0.3541796
-3.0283821 -0.4217942
-3.0095137 -0.4876901
-2.9906453 -0.5516122
-2.9717768 -0.6133198
-2.9529084 -0.6725876
-2.9340400 -0.7292078
-2.9151716 -0.7829911
-2.8963031 -0.8337682
-2.8774347 -0.8813909
-2.8585663 -0.9257327
-2.8396979 -0.9666899
-2.8208294 -1.0041821
-2.8019610 -1.0381523
-2.7830926 -1.0685674
-2.7642242 -1.0954180
-2.7453557 -1.1187180
-2.7264873 -1.1385050
-2.7076189 -1.1548386
-2.6887505 -1.1678005
-2.6698820 -1.1774933
-2.6510136 -1.1840394
-2.6321452 -1.1875797
-2.6132768 -1.1882724
-2.5944083 -1.1862914
-2.5755399 -1.1818247
-2.5566715 -1.1750726
-2.5378031 -1.1662461
-2.5189347 -1.1555647
-2.5000662 -1.1432550
-2.4811978 -1.1295482
-2.4623294 -1.1146784
-2.4434610 -1.0988805
-2.4245925 -1.0823885
-2.4057241 -1.0654332
-2.3868557 -1.0482407
-2.3679873 -1.0310301
-2.3491188 -1.0140124
-2.3302504 -0.9973884
-2.3113820 -0.9813471
-2.2925136 -0.9660646
-2.2736451 -0.9517030
-2.2547767 -0.9384084
-2.2359083 -0.9263110
-2.2170399 -0.9155235
-2.1981714 -0.9061409
-2.1793030 -0.8982396
-2.1604346 -0.8918775
-2.1415662 -0.8870937
-2.1226977 -0.8839083
-2.1038293 -0.8823232
-2.0849609 -0.8823218
-2.0660925 -0.8838699
-2.0472240 -0.8869166
-2.0283556 -0.8913947
-2.0094872 -0.8972220
-1.9906188 -0.9043024
-1.9717503 -0.9125269
-1.9528819 -0.9217753
-1.9340135 -0.9319177
-1.9151451 -0.9428155
-1.8962766 -0.9543236
-1.8774082 -0.9662916
-1.8585398 -0.9785658
-1.8396714 -0.9909908
-1.8208029 -1.0034110
-1.8019345 -1.0156728
-1.7830661 -1.0276255
-1.7641977 -1.0391236
-1.7453293 -1.0500281
-1.7264608 -1.0602078
-1.7075924 -1.0695408
-1.6887240 -1.0779161
-1.6698556 -1.0852343
-1.6509871 -1.0914086
-1.6321187 -1.0963664
-1.6132503 -1.1000491
-1.5943819 -1.1024135
-1.5755134 -1.1034318
-1.5566450 -1.1030920
-1.5377766 -1.1013982
-1.5189082 -1.0983702
-1.5000397 -1.0940436
-1.4811713 -1.0884693
-1.4623029 -1.0817131
-1.4434345 -1.0738547
-1.4245660 -1.0649873
-1.4056976 -1.0552164
-1.3868292 -1.0446585
-1.3679608 -1.0334403
-1.3490923 -1.0216970
-1.3302239 -1.0095712
-1.3113555 -0.9972112
-1.2924871 -0.9847692
-1.2736186 -0.9724001
-1.2547502 -0.9602596
-1.2358818 -0.9485025
-1.2170134 -0.9372811
-1.1981449 -0.9267433
-1.1792765 -0.9170310
-1.1604081 -0.9082788
-1.1415397 -0.9006121
-1.1226712 -0.8941454
