-9.4247780 -1
-9.4059095 -1
-9.3870411 -1
-9.3681727 -1
-9.3493043 -1
-9.3304358 -1
-9.3115674 -1
-9.2926990 -1
-9.2738306 -1
-9.2549621 -1
-9.2360937 -1
-9.2172253 -1
-9.1983569 -1
-9.1794884 -1
-9.1606200 -1
-9.1417516 -1
-9.1228832 -1
-9.1040147 -1
-9.0851463 -1
-9.0662779 -1
-9.0474095 -1
-9.0285410 -1
-9.0096726 -1
-8.9908042 -1
-8.9719358 -1
-8.9530674 -1
-8.9341989 -1
-8.9153305 -1
-8.8964621 -1
-8.8775937 -1
-8.8587252 -1
-8.8398568 -1
-8.8209884 -1
-8.8021200 -1
-8.7832515 -1
-8.7643831 -1
-8.7455147 -1
-8.7266463 -1
-8.7077778 -1
-8.6889094 -1
-8.6700410 -1
-8.6511726 -1
-8.6323041 -1
-8.6134357 -1
-8.5945673 -1
-8.5756989 -1
-8.5568304 -1
-8.5379620 -1
-8.5190936 -1
-8.5002252 -1
-8.4813567 -1
-8.4624883 -1
-8.4436199 -1
-8.4247515 -1
-8.4058830 -1
-8.3870146 -1
-8.3681462 -1
-8.3492778 -1
-8.3304093 -1
-8.3115409 -1
-8.2926725 -1
-8.2738041 -1
-8.2549357 -1
-8.2360672 -1
-8.2171988 -1
-8.1983304 -1
-8.1794620 -1
-8.1605935 -1
-8.1417251 -1
-8.1228567 -1
-8.1039883 -1
-8.0851198 -1
-8.0662514 -1
-8.0473830 -1
-8.0285146 -1
-8.0096461 -1
-7.9907777 -1
-7.9719093 -1
-7.9530409 -1
-7.9341724 -1
-7.9153040 -1
-7.8964356 -1
-7.8775672 -1
-7.8586987 -1
-7.8398303 -1
-7.8209619 -1
-7.8020935 -1
-7.7832250 -1
-7.7643566 -1
-7.7454882 -1
-7.7266198 -1
-7.7077513 -1
-7.6888829 -1
-7.6700145 -1
-7.6511461 -1
-7.6322776 -1
-7.6134092 -1
-7.5945408 -1
-7.5756724 -1
-7.5568040 -1
-7.5379355 -1
-7.5190671 -1
-7.5001987 -1
-7.4813303 -1
-7.4624618 -1
-7.4435934 -1
-7.4247250 -1
-7.4058566 -1
-7.3869881 -1
-7.3681197 -1
-7.3492513 -1
-7.3303829 -1
-7.3115144 -1
-7.2926460 -1
-7.2737776 -1
-7.2549092 -1
-7.2360407 -1
-7.2171723 -1
-7.1983039 -1
-7.1794355 -1
-7.1605670 -1
-7.1416986 -1
-7.1228302 -1
-7.1039618 -1
-7.0850933 -1
